release_date,year,artistName,trackName,trackID,acoustincess,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,chart_position,genres
1988-01-01 00:00:00,1988,Richard Marx,Endless Summer Nights,2iXH35MhsqO5Ry8a7iptpJ,0.12,0.5820000000000001,270693,0.467,0.0,10,0.298,-12.597,1,0.0391,165.21,4,0.879,55,31,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']"
1988-01-01 01:00:00,1988,Tracy Chapman,Fast Car,2M9ro2krNb7nr7HSprkEgo,0.313,0.711,296800,0.292,0.0,4,0.131,-15.523,0,0.037000000000000005,103.951,4,0.194,77,76,"['folk', 'lilith', 'pop rock', 'singer-songwriter']"
1988-01-01 02:00:00,1988,Samantha Fox,Naughty Girls (Need Love Too),4FGAOmf2vxT7FF8w2vL6R6,0.0419,0.8240000000000001,310387,0.82,0.00492,1,0.14,-6.678,1,0.106,112.822,4,0.909,35,28,"['europop', 'hi-nrg', 'italian disco', 'new wave pop']"
1988-01-01 03:00:00,1988,Eric Carnen,Hungry Eyes,31H6au3jhblhr6MMJiXnCq,0.011,0.7120000000000001,251067,0.5489999999999999,0.0,5,0.118,-9.484,1,0.0254,109.882,4,0.552,72,25,"['adult standards', 'album rock', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']"
1988-01-01 04:00:00,1988,Johnny Hates Jazz,Shattered Dreams,5KXKhCfPNS4342ly8tTf6w,0.0318,0.655,207347,0.72,4.71e-05,10,0.25,-9.423,1,0.0312,121.311,4,0.745,56,26,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
1988-01-01 05:00:00,1988,Debbie Gibson,Foolish Beat,0KhiesN7gLBPEQhKsBmrI1,0.267,0.542,262413,0.44,2.48e-06,10,0.147,-11.161,0,0.0257,78.325,4,0.341,51,32,"['new wave pop', 'pop rock', 'soft rock']"
1988-01-01 06:00:00,1988,Richard Marx,Hold On To The Nights,3F2YXxSOC9dPmxXdrh6mYl,0.6559999999999999,0.353,316040,0.207,0.0,0,0.0874,-14.718,0,0.0306,144.539,4,0.184,52,24,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']"
1988-01-01 07:00:00,1988,Steve Winwood,Don't You Know What The Night Can Do,5Pm6zNr7i5606OzSc3vs4v,0.223,0.597,415333,0.381,0.00108,0,0.0624,-17.250999999999998,1,0.0355,171.983,4,0.556,28,88,"['album rock', 'art rock', 'classic rock', 'country rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-01-01 08:00:00,1988,Jody Watley,Don't You Want Me,7r4ZN8F22eBQeN0aMqwzgN,0.0673,0.882,253600,0.5870000000000001,1.09e-05,9,0.0527,-12.613,0,0.0396,112.032,4,0.866,43,55,"['freestyle', 'minneapolis sound', 'new jack swing', 'new wave pop', 'post-disco', 'quiet storm', 'urban contemporary', 'vocal house']"
1988-01-01 09:00:00,1988,Sting,We'll Be Together,4YlN7blQhOZuLn7KWKfmFN,0.116,0.8420000000000001,229760,0.672,0.0,2,0.0909,-9.862,1,0.0469,116.42,4,0.901,41,84,"['permanent wave', 'soft rock']"
1988-01-01 10:00:00,1988,Bangles,Hazy Shade Of Winter,0P2vAvvWni2tNXOdbH3JFk,0.008870000000000001,0.48,167160,0.866,0.0,5,0.097,-7.142,0,0.0446,150.43,4,0.411,49,35,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-01-01 11:00:00,1988,Robert Palmer,Simply Irresistible,7mmhMfqs3knRMMlvnMPTHn,0.129,0.645,254293,0.933,1.03e-05,9,0.0443,-6.955,1,0.0532,142.615,4,0.695,50,23,"['album rock', 'art rock', 'classic rock', 'dance rock', 'disco', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']"
1988-01-01 12:00:00,1988,Bobby McFerrin,"Don't Worry, Be Happy",5YbgcwHjQhdT1BYQ4rxWlD,0.8809999999999999,0.6809999999999999,292400,0.163,7.62e-05,11,0.0688,-22.597,1,0.165,69.28399999999999,4,0.7709999999999999,67,37,['a cappella']
1988-01-01 13:00:00,1988,Eric Carnen,Make Me Lose Control,31HhcRSNcS8Rgv9ldIfh66,0.0728,0.7240000000000001,285947,0.619,0.0,4,0.205,-9.074,1,0.0242,109.029,4,0.746,54,38,"['adult standards', 'album rock', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']"
1988-01-01 14:00:00,1988,UB40,Red Red Wine,4uOKFydzAejjSFqYbv1XPt,0.00414,0.857,183733,0.468,1.32e-05,1,0.269,-8.53,1,0.0476,89.119,4,0.843,73,39,"['reggae', 'reggae fusion', 'uk reggae']"
1988-01-01 15:00:00,1988,Debbie Gibson,Out Of The Blue,3A0wRQczzSNVtZfK8IBOMt,0.0188,0.655,233333,0.649,3.13e-06,10,0.18600000000000005,-10.018,1,0.0295,125.592,4,0.75,36,54,"['new wave pop', 'pop rock', 'soft rock']"
1988-01-01 16:00:00,1988,Beach Boys,Kokomo,2STQAr3BRiAeeveJ07gZh7,0.0103,0.6829999999999999,217093,0.637,0.0,0,0.245,-10.255999999999998,1,0.032,115.577,4,0.931,68,42,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
1988-01-01 17:00:00,1988,INXS,Devil Inside,0sTnQus7pGewDC0UHSyRDS,0.0008179999999999999,0.588,313707,0.584,0.458,0,0.104,-7.526,1,0.037000000000000005,150.795,4,0.537,52,46,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-01-01 18:00:00,1988,Richard Marx,Should've Known Better,5j1zOOvkxxe4uZZ2Jgl8r4,0.0751,0.5479999999999999,250240,0.7040000000000001,0.0005099999999999999,8,0.0463,-13.061,1,0.0402,169.11900000000003,4,0.682,48,47,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']"
1988-01-01 19:00:00,1988,Aerosmith,Angel,3kfXUGIdBNpyr2gBvU3Guj,0.304,0.239,308907,0.8190000000000001,0.0,3,0.0855,-3.583,1,0.0393,171.449,4,0.439,61,34,"['album rock', 'classic rock', 'hard rock', 'rock']"
1988-01-01 20:00:00,1988,Debbie Gibson,Shake Your Love,6gM3uxq9TPkms83bTSlK10,0.405,0.7829999999999999,222933,0.747,0.0,11,0.0568,-10.681,0,0.0478,120.551,4,0.83,43,22,"['new wave pop', 'pop rock', 'soft rock']"
1988-01-01 21:00:00,1988,Gloria Estefan and Miami Sound Machine,Can't Stay Away From You,5FCNudb4K2F6hPxxvagPHW,0.426,0.59,238560,0.424,5.920000000000001e-05,2,0.0606,-10.594,1,0.0379,155.773,4,0.557,16,90,"['dance pop', 'latin pop', 'new wave pop', 'soft rock']"
1988-01-01 22:00:00,1988,INXS,New Sensation,2xcrseImDFEf8Urommws03,0.007120000000000001,0.682,220160,0.954,4.04e-05,9,0.052000000000000005,-4.9510000000000005,1,0.0625,115.473,4,0.928,64,65,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-01-01 23:00:00,1988,Guns N' Roses,Sweet Child O' Mine,7o2CTH4ctstm8TNelqjb51,0.0852,0.454,354520,0.91,0.0988,6,0.116,-7.766,1,0.0446,125.116,4,0.63,81,5,"['glam metal', 'hard rock', 'rock']"
1988-01-02 00:00:00,1988,Pretty Poison,Catch Me (I'm Falling),2MQ23MqDI0N9IVy8iaZddc,0.00412,0.757,295227,0.727,0.0628,9,0.098,-11.816,1,0.0388,118.609,4,0.8859999999999999,47,66,['freestyle']
1988-01-02 01:00:00,1988,Tiffany,Could've Been,1xvGuRbLxTkpb5UdUG7HME,0.5539999999999999,0.474,212693,0.238,3.95e-06,1,0.107,-15.595,1,0.0271,99.005,3,0.13699999999999998,45,8,"['new wave pop', 'soft rock']"
1988-01-02 02:00:00,1988,Breathe,Hands To Heaven,0LBtQiEVfP4ysLQ43Do8uN,0.242,0.5429999999999999,259507,0.384,1.16e-06,8,0.266,-15.018,1,0.0307,128.768,4,0.407,47,9,[]
1988-01-02 03:00:00,1988,Steve Winwood,Roll With It,2QlPByrmEO9XciNBXCrawR,0.07,0.759,320733,0.645,0.0403,0,0.0986,-13.352,1,0.0276,117.254,4,0.954,51,10,"['album rock', 'art rock', 'classic rock', 'country rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-01-02 04:00:00,1988,Pebbles,Mercedes Boy,4ptKV1bDSN4FCQSYLm1GF7,0.0335,0.685,235013,0.853,0.0211,10,0.0636,-7.075,0,0.0568,114.905,4,0.968,27,63,"['freestyle', 'new jack swing', 'quiet storm', 'urban contemporary']"
1988-01-02 05:00:00,1988,Huey Lewis and The News,Perfect World,0WBHEpJjcLd0tkuoClGboV,0.16,0.769,247000,0.8109999999999999,0.0,0,0.166,-5.609,1,0.0303,110.749,4,0.923,31,64,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-01-02 06:00:00,1988,Pebbles,Girlfriend,2LMbCGMQpmzzm8nIKcM7sU,0.461,0.958,256288,0.838,0.0,2,0.187,-6.126,1,0.108,118.488,4,0.921,21,60,"['freestyle', 'new jack swing', 'quiet storm', 'urban contemporary']"
1988-01-02 07:00:00,1988,INXS,Never Tear Us Apart,1GjbTNFImFrjFsNdleDe78,0.00309,0.664,184587,0.613,0.000128,0,0.175,-7.56,1,0.0273,96.6,3,0.193,65,95,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-01-02 08:00:00,1988,Whitesnake,Is This Love,3pHpV3pa96s4vuBP7sQq0V,0.0555,0.263,284496,0.759,0.0,0,0.231,-7.2879999999999985,1,0.0431,179.90400000000002,4,0.429,67,17,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
1988-01-02 09:00:00,1988,Cher,I Found Someone,7cm9QkrwSWH0scegcO8XZ2,0.557,0.5379999999999999,223160,0.604,0.0,2,0.162,-10.936,0,0.0262,102.839,4,0.373,52,94,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
1988-01-02 10:00:00,1988,New Edition,If It Isn't Love,7JmPqImeW3kLoYVNBA9v11,0.0915,0.588,309840,0.856,2.62e-05,5,0.365,-12.418,0,0.0378,97.968,4,0.7809999999999999,57,67,"['boy band', 'dance pop', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
1988-01-02 11:00:00,1988,INXS,Need You Tonight,3h04eZTnmFLRMjZajbrp2R,0.0419,0.795,181107,0.63,0.575,10,0.0894,-7.217,0,0.0841,108.701,4,0.785,67,2,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-01-13 00:00:00,1988,Keith Sweat,I Want Her,24gxdUxufJ5eSamdYcPAKH,0.00219,0.757,221400,0.496,9.27e-05,11,0.0395,-8.031,0,0.0467,107.963,4,0.862,52,74,"['dance pop', 'funk', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
1988-01-15 00:00:00,1988,Jets,Make It Real,7h0aTBkrUGDbGR12DJf3XX,0.389,0.7240000000000001,228599,0.47,0.000364,9,0.31,-9.523,1,0.0478,159.911,4,0.711,17,51,"['freestyle', 'minneapolis sound', 'new jack swing', 'new wave pop', 'quiet storm', 'urban contemporary']"
1988-01-19 00:00:00,1988,Taylor Dayne,Tell It To My Heart,3YVPpVJvJG2EauXurPA90F,0.0302,0.638,220880,0.988,1.16e-05,1,0.371,-5.042,1,0.0921,117.955,4,0.723,64,53,"['freestyle', 'hi-nrg', 'mellow gold', 'new wave pop', 'soft rock']"
1988-01-19 01:00:00,1988,Taylor Dayne,Prove Your Love,6qwTCkJ7red7bQsPxvgHaD,0.338,0.399,206187,0.971,1.9e-05,2,0.359,-5.0760000000000005,1,0.0515,118.015,4,0.772,40,100,"['freestyle', 'hi-nrg', 'mellow gold', 'new wave pop', 'soft rock']"
1988-01-19 02:00:00,1988,Taylor Dayne,I'll Always Love You,6enR2PAZd7LUMMwQb4ciuh,0.256,0.604,270787,0.5379999999999999,0.0,10,0.08800000000000001,-6.285,1,0.0228,85.33200000000002,4,0.446,45,20,"['freestyle', 'hi-nrg', 'mellow gold', 'new wave pop', 'soft rock']"
1988-01-25 00:00:00,1988,Chicago,I Don't Wanna Live Without Your Love,7egxDkaA0A2vXaB6p7zJvo,0.177,0.425,235787,0.6409999999999999,3.94e-05,0,0.065,-6.6720000000000015,1,0.0384,145.745,4,0.189,42,48,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1988-01-26 00:00:00,1988,David Lee Roth,Just Like Paradise,5ZY7Gug850kv4heJcWZGHM,0.0219,0.611,243280,0.853,0.0,2,0.6709999999999999,-4.9830000000000005,1,0.034,135.558,4,0.376,55,97,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']"
1988-01-31 00:00:00,1988,Pet Shop Boys and Dusty Springfield,What Have I Done To Deserve This?,199mXZ4rCUGw1wRa8xDhMy,0.0403,0.843,258458,0.654,0.8370000000000001,0,0.16399999999999998,-10.28,1,0.0502,117.993,4,0.887,1,50,['karaoke']
1988-02-07 00:00:00,1988,Bruce Hornsby and The Range,The Valley Road,292MncSeU5x2EKm27OFsm0,0.58,0.556,275627,0.62,0.701,1,0.0521,-9.841,1,0.0328,128.596,4,0.767,0,78,['karaoke']
1988-03-01 00:00:00,1988,White Lion,Wait,2QfjV18pg4Ye7Vo4TsSobq,0.00122,0.204,295427,0.794,0.0,2,0.14800000000000002,-7.586,1,0.0618,149.346,4,0.205,48,99,"['album rock', 'glam metal', 'hard rock', 'rock']"
1988-03-21 00:00:00,1988,Poison,Nothin' But A Good Time,2V8KvnD5LVeeDChMWEkSzC,0.0202,0.5760000000000001,224867,0.974,0.0,1,0.348,-2.785,1,0.0828,129.088,4,0.531,65,98,"['album rock', 'glam metal', 'hard rock', 'rock']"
1988-03-31 00:00:00,1988,Pet Shop Boys,Always On My Mind,07ABETRdek3ACMpRPvQuaT,0.0116,0.5329999999999999,234907,0.7829999999999999,0.0565,7,0.18600000000000005,-10.61,1,0.0366,124.874,4,0.726,69,80,"['art pop', 'dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']"
1988-04-12 00:00:00,1988,Cheap Trick,Don't Be Cruel,6A1MJbqxcHvNcT0u9qMqEP,0.0747,0.5379999999999999,187200,0.4970000000000001,1.64e-06,2,0.0713,-12.068,1,0.0357,168.065,4,0.89,42,70,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']"
1988-04-12 01:00:00,1988,Jets,Rocket 2 U,5a32EAeh9xKF6KK5osk1jt,0.0144,0.8859999999999999,258893,0.633,1.93e-05,0,0.108,-6.98,1,0.0465,119.509,4,0.926,21,68,"['freestyle', 'minneapolis sound', 'new jack swing', 'new wave pop', 'quiet storm', 'urban contemporary']"
1988-04-12 02:00:00,1988,Cheap Trick,The Flame,528CAH5pTLq86oZ52fHifA,0.513,0.629,338800,0.581,2.06e-06,4,0.0755,-11.856,1,0.027000000000000003,97.074,4,0.359,62,14,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']"
1988-04-19 00:00:00,1988,Al B. Sure!,Nite And Day,1acz4dYqwZTZw6TgRBmmf2,0.029,0.655,238013,0.477,0.000221,1,0.0518,-9.616,0,0.0421,92.097,4,0.642,39,87,"['funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
1988-04-23 00:00:00,1988,Billy Ocean,"Get Outta My Dreams, Get Into My Car",2D4D3hiOf5U0W6SvJoCQph,0.0879,0.6659999999999999,284373,0.91,8.43e-06,4,0.335,-6.4570000000000025,1,0.0399,117.141,4,0.919,61,15,"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']"
1988-05-15 00:00:00,1988,Van Halen,When It's Love,2rxePraWVAXyZRHVW1ICss,0.0973,0.555,338933,0.8170000000000001,1.98e-05,2,0.105,-6.2639999999999985,1,0.0261,99.34,4,0.396,48,82,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']"
1988-05-23 00:00:00,1988,Joan Jett and The Blackhearts,I Hate Myself For Loving You,2HXixVqzzm9rEUIMAWzshl,0.0846,0.611,246800,0.883,1.2e-06,9,0.192,-11.225,1,0.0539,117.928,4,0.604,67,85,"['glam punk', 'rock']"
1988-06-02 00:00:00,1988,Whitney Houston,So Emotional,4l2Edgdj4vla02GCh7YyAv,0.268,0.698,276667,0.792,5.17e-05,11,0.199,-10.011,0,0.0496,119.082,4,0.7959999999999999,58,6,"['dance pop', 'pop', 'urban contemporary']"
1988-06-02 01:00:00,1988,Whitney Houston,Where Do Broken Hearts Go,7tLtIZclwLWk54PFAyDv5T,0.632,0.464,277600,0.386,0.0,2,0.0682,-12.174,1,0.0292,61.868,4,0.251,67,33,"['dance pop', 'pop', 'urban contemporary']"
1988-06-03 00:00:00,1988,Belinda Carlisle,Heaven Is A Place On Earth,37Q5anxoGWYdRsyeXkkNoI,0.0243,0.64,246520,0.852,1.82e-06,1,0.0497,-8.119,0,0.0345,122.902,4,0.7929999999999999,69,7,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave pop', 'pop rock', 'soft rock']"
1988-06-14 00:00:00,1988,Natalie Cole,Pink Cadillac,1YpNDG1DnNadlZzR8kAXqF,0.41,0.901,268667,0.5760000000000001,9.72e-05,5,0.0447,-10.314,0,0.0566,124.995,4,0.959,39,75,"['adult standards', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']"
1988-06-20 00:00:00,1988,Bobby Brown,Don't Be Cruel,39SBJ11H2SKe3Jx3vO3pON,0.000199,0.7709999999999999,445573,0.662,1.23e-05,1,0.279,-13.227,1,0.056,102.824,4,0.511,34,79,"['dance pop', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
1988-06-21 00:00:00,1988,Information Society,What's On Your Mind,0sId1fkKRfPlyMMOSVShng,0.00665,0.7659999999999999,275533,0.7340000000000001,0.0238,0,0.209,-11.217,1,0.056,118.221,4,0.753,52,52,"['dance rock', 'freestyle', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
1988-06-24 00:00:00,1988,Elton John,I Don't Wanna Go On With You Like That,2Gd10PZnMktt3Cgo9s6yi0,0.042,0.643,275373,0.89,0.00102,9,0.03,-8.359,0,0.0325,134.9,4,0.965,53,43,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
1988-07-04 00:00:00,1988,Kylie Minogue,The Loco-Motion,2pX5qSgxQFwlrkjxph8fxb,0.385,0.748,193920,0.915,0.0585,3,0.0235,-5.23,1,0.0376,129.0,4,0.763,57,49,"['australian dance', 'australian pop', 'dance pop', 'disco house', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop rock']"
1988-07-06 00:00:00,1988,Terence Trent d'Arby,Sign Your Name,3lIpkjFnRxJ6Uvm8DgtgfV,0.202,0.899,276533,0.421,4.94e-06,4,0.0864,-11.238,1,0.0511,109.148,4,0.852,59,58,"['dance rock', 'new romantic', 'new wave', 'new wave pop']"
1988-07-06 01:00:00,1988,Terence Trent d'Arby,Wishing Well,2bvzxeD1hPWEYotw40Euq9,0.0965,0.855,210467,0.461,0.0,10,0.201,-13.095999999999998,0,0.0564,104.96,4,0.833,58,12,"['dance rock', 'new romantic', 'new wave', 'new wave pop']"
1988-07-26 00:00:00,1988,Brenda K. Starr,I Still Believe,7D8LfO2ijOq9DnaVntnc3Q,0.279,0.546,229240,0.563,0.0,7,0.102,-8.777999999999999,1,0.0283,58.996,4,0.374,40,93,['freestyle']
1988-07-27 00:00:00,1988,Daryl Hall and John Oates,Everything Your Heart Desires,4AiVt49hSjkkArFOIlAZhL,0.157,0.706,300467,0.861,1.29e-06,10,0.256,-5.774,1,0.0411,99.992,4,0.887,38,72,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1988-07-29 00:00:00,1988,Peter Cetera,One Good Woman,7ttAAvkXzs3IC1Qm3H1N3k,0.537,0.7609999999999999,277973,0.48,0.000151,7,0.0535,-14.140999999999998,1,0.0298,124.163,4,0.6890000000000001,44,69,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']"
1988-08-02 00:00:00,1988,Steve Winwood,Valerie,3aAuIvgJGdp4wWd60riWfB,0.5670000000000001,0.7170000000000001,246667,0.527,0.006679999999999999,9,0.0785,-10.779000000000002,1,0.0292,116.288,4,0.731,65,96,"['album rock', 'art rock', 'classic rock', 'country rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
1988-08-03 00:00:00,1988,Def Leppard,Love Bites,3Dfy8YIxq89i84t108TvMi,0.067,0.59,346960,0.743,0.00093,0,0.0847,-7.0779999999999985,0,0.0347,129.79,4,0.413,63,30,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'nwobhm', 'rock']"
1988-08-03 01:00:00,1988,Def Leppard,Pour Some Sugar On Me,0PdM2a6oIjqepoEfcJo0RO,0.0021100000000000003,0.267,267307,0.953,0.0,1,0.28300000000000003,-4.899,0,0.096,84.98899999999998,4,0.568,74,19,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'nwobhm', 'rock']"
1988-08-31 00:00:00,1988,Michael Jackson,Man In The Mirror,1kiNatIrwDusOZfR29W0LJ,0.52,0.8079999999999999,318680,0.812,7.91e-05,8,0.134,-5.012,1,0.0381,100.331,4,0.269,67,21,"['pop', 'r&b', 'soul']"
1988-08-31 01:00:00,1988,Michael Jackson,The Way You Make Me Feel,0sKlV58cODrjxGFOyf9IXY,0.0544,0.877,298120,0.8540000000000001,5.5e-05,1,0.14400000000000002,-4.523,1,0.147,114.472,4,0.54,71,36,"['pop', 'r&b', 'soul']"
1988-09-13 00:00:00,1988,Bon Jovi,Bad Medicine,72hcFp4tYkd3dbNA9dZ3Pv,0.048,0.555,316707,0.973,0.0,9,0.0853,-3.804,1,0.035,118.642,4,0.805,67,41,"['glam metal', 'rock']"
1988-09-14 00:00:00,1988,Phil Collins,A Groovy Kind Of Love,5OHUTC4EvTbL0DuZQRIGGX,0.235,0.452,210733,0.306,1.91e-05,2,0.0989,-9.632,1,0.0274,144.125,4,0.182,60,29,"['mellow gold', 'soft rock']"
1988-09-21 00:00:00,1988,Icehouse,Electric Blue,5aWvinQcbc1W1WdP0GQ6J1,0.0608,0.688,263680,0.909,1.97e-06,10,0.1,-4.756,1,0.0354,109.673,4,0.6409999999999999,56,77,"['australian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
1988-09-24 00:00:00,1988,Patric Swayze,She's Like The Wind,7BdXRaSlGAzhySfuW3y8h5,0.256,0.586,232907,0.331,1.67e-05,4,0.18,-14.677,0,0.0295,124.915,4,0.223,64,40,['yacht rock']
1988-09-27 00:00:00,1988,Michael Jackson,Dirty Diana,4FC7GMnGwYeAjuvC83Srbs,0.17800000000000002,0.7340000000000001,280947,0.8009999999999999,0.000401,3,0.324,-4.525,1,0.0437,131.424,4,0.331,62,61,"['pop', 'r&b', 'soul']"
1988-09-28 00:00:00,1988,Roger,I Want To Be Your Man,3C6xVHlZ8Z7cAzt63xdxH3,0.0376,0.557,249867,0.607,0.0,5,0.0635,-9.316,0,0.0551,81.648,4,0.457,52,59,"['funk', 'post-disco']"
1988-10-01 00:00:00,1988,Escape Club,"Wild, Wild West",4Qn1QhHhUT01LfpBnC7xnf,0.0187,0.7240000000000001,244827,0.907,4.97e-06,11,0.0824,-4.78,0,0.0632,139.016,4,0.962,47,18,[]
1988-10-05 00:00:00,1988,Belinda Carlisle,I Get Weak,5PrhBYkGWarC0svMMuQzlB,0.114,0.58,292427,0.7979999999999999,0.0,3,0.0882,-7.2189999999999985,1,0.0281,103.362,4,0.333,40,57,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave pop', 'pop rock', 'soft rock']"
1988-10-05 01:00:00,1988,Elton John,Candle In The Wind,1L9fzw2pXprOqtemTwtxXF,0.183,0.602,228933,0.536,1.9e-05,4,0.0802,-9.74,1,0.0288,124.558,4,0.506,65,71,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
1988-10-10 00:00:00,1988,U2,Desire,4D01oA1mGouaAT7fubvKRT,0.000212,0.49,179360,0.8270000000000001,0.00406,8,0.112,-9.481,1,0.0482,108.577,4,0.626,60,56,"['irish rock', 'permanent wave', 'rock']"
1988-10-29 00:00:00,1988,Whitney Houston,One Moment In Time,0wnRRFzKLDdI5jjvDP3lZV,0.474,0.269,283520,0.58,0.0,0,0.116,-5.9579999999999975,1,0.0352,155.625,4,0.281,61,89,"['dance pop', 'pop', 'urban contemporary']"
1988-10-30 00:00:00,1988,George Michael,Monkey,2nzPzkGP9QSZ1lqvXTfyzT,0.0955,0.6829999999999999,306120,0.879,0.0828,1,0.448,-9.487,0,0.0459,97.062,4,0.7020000000000001,41,45,"['europop', 'new wave pop', 'soft rock']"
1988-10-30 01:00:00,1988,George Michael,Faith,0HEmnAUT8PHznIAAmVXqFJ,0.0094,0.887,193200,0.48,3.58e-05,11,0.0662,-11.994000000000002,1,0.117,95.846,4,0.607,74,1,"['europop', 'new wave pop', 'soft rock']"
1988-10-30 02:00:00,1988,George Michael,Father Figure,0L0T4tMAaGqLgIVj1MOj9t,0.163,0.6890000000000001,336667,0.333,3.3600000000000004e-05,3,0.0853,-13.288,1,0.0262,101.988,4,0.284,64,27,"['europop', 'new wave pop', 'soft rock']"
1988-10-30 03:00:00,1988,George Michael,Kissing A Fool,1sEGwuvScFU2uNzlI7Aepy,0.114,0.28,280720,0.384,1.33e-06,2,0.0831,-9.845,0,0.031,77.949,4,0.14300000000000002,52,91,"['europop', 'new wave pop', 'soft rock']"
1988-10-30 04:00:00,1988,George Michael,One More Try,5932kbyNt445gDTT2chRUS,0.434,0.551,350667,0.29100000000000004,3.78e-05,5,0.11,-12.544,1,0.0283,119.005,3,0.0823,57,11,"['europop', 'new wave pop', 'soft rock']"
1988-11-01 00:00:00,1988,Paul Carrack,Don't Shed A Tear,71Rr9TzqLF8NwsexpfyipC,0.0609,0.644,295427,0.657,7.55e-05,11,0.0498,-11.167,0,0.0307,109.785,4,0.945,43,83,"['adult standards', 'mellow gold', 'neo soul', 'new wave pop', 'soft rock']"
